3 15225 23341
0 0     -385.99 387.12
1 4960     782.1 38.16998
0 4961     480.39 -390.55
1 4961     540.13 -521.77
0 4962     -609.26 58.64001
1 4962     -336.16 239.11
0 4963     509.3101 -433.59
1 4963     552.8101 -575.24
0 4964     227.5 521.95
1 4964     627.72 475.03
0 4965     -735.35 -390.41
1 4965     -589.42 -125.29
0 4966     -133.94 223.44
1 4966     160.04 270.43
0 4967     203.75 -414.29
1 4967     240.29 -441.59
0 4968     -273.54 -279.49
1 4968     -154.46 -161.35
0 4969     367.5601 346.93
1 4969     721.98 255.32
0 4970     535.99 -20.32001
1 4970     754.53 -170.48
0 4971     504.0699 -376.11
1 4971     571.2 -516.23
0 4972     120.64 -216.68
1 4972     207.9301 -218.56
0 4973     -759.43 -454.15
1 4973     -628.47 -173.2
0 4974     -776.73 33.54999
1 4974     -486.99 257.79
0 4975     -262.04 186.67
1 4975     24.21997 269.19
0 4976     -657.33 -549.45
1 4976     -577.87 -285.36
0 4977     -306.83 -234.15
1 4977     -168.26 -109.54
0 4978     -296.51 -114.9
1 4978     -116.3 -3.52002
0 4979     349.01 -387.73
1 4979     401.11 -468.59
0 4980     -151.36 168.29
1 4980     123.27 222.21
0 4981     511.62 -263.5
1 4981     625.97 -406.38
0 4982     -167.32 131.18
1 4982     94.26001 191.4
0 4983     243.11 -530
1 4983     240.4301 -568.01
0 4984     -455.12 267.69
1 4984     -129.62 394.26
0 4985     409.29 197.47
1 4985     705.16 91.12
0 4986     359.04 386.91
1 4986     728.95 299.86
0 4987     194.71 221.57
1 4987     487.96 177.83
0 4988     -662.68 -505.95
1 4988     -567.95 -245.94
0 4989     86.64001 366.4
1 4989     432.86 351.03
0 4990     201.84 247.65
1 4990     505.61 201.84
0 4991     -767.43 -482.0601
1 4991     -643.2 -194.68
0 4992     486.87 242.45
1 4992     800.02 116.61
0 4993     56.53003 236.31
1 4993     352.39 231.34
0 4994     397.37 385.93
1 4994     771.67 287.4
0 4995     -261.27 -554.3199
1 4995     -242.26 -415.38
0 4996     708.52 -340.09
1 4996     815.28 -562.27
0 4997     -459.39 279.18
1 4997     -131.06 406.05
0 4998     400.67 -460.41
1 4998     427.59 -559.67
0 4999     420.2 -70.96997
1 4999     576.47 -174.99
0 5000     510.63 -90.37
1 5000     696.96 -232.63
0 5001     -247.26 -491.41
1 5001     -207.46 -362.78
0 5002     -175.96 -554.6899
1 5002     -165.98 -443.65
0 5003     -115.23 -497.1801
1 5003     -88.98999 -411.94
0 5004     700.9 -294.41
1 5004     826.48 -512.04
0 5005     213.77 -538.88
1 5005     209.1801 -565.36
0 5006     660.26 -314.34
1 5006     770.1899 -515.7
0 5007     607.34 -402.57
1 5007     672.46 -583.89
0 5008     -143.18 -532.95
1 5008     -128.21 -434.92
0 5009     -147.93 -518.67
1 5009     -127.4 -420.36
0 5010     72.63 345.77
1 5010     410.6801 334.37
0 5011     72.63 345.77
1 5011     410.6801 334.37
0 5012     715.63 -356.49
1 5012     816.47 -582.3
0 5013     539.54 -281.55
1 5013     648.6 -435.34
0 5014     -282.66 -395.95
1 5014     -204.79 -265.14
0 5015     -168.93 134.97
1 5015     93.88 195.45
0 5016     235.78 -525.97
1 5016     234.64 -561.3101
0 5017     332.35 548.59
1 5017     754.1801 477.01
0 5018     525.5699 -350.03
1 5018     605.11 -498.48
0 5019     167.67 -565.74
1 5019     152.41 -574.14
0 5020     -260.46 -415.54
1 5020     -191.93 -289.82
0 5021     534.6801 -342.54
1 5021     618.02 -494.3101
0 5022     521.9399 -379.23
1 5022     589.27 -526.13
0 5023     -102.29 196.14
1 5023     181.04 235.88
0 5024     540.26 -345.95
1 5024     622.9301 -500.05
0 5025     493.58 588.4
2 5025     119.86 358.51
0 5026     -509.85 586.05
2 5026     -805.3 371.06
0 5027     -509.85 586.05
2 5027     -805.3 371.06
0 5028     -100.69 584.83
0 5029     383.64 585.02
0 5030     439.53 583.92
0 5031     -376.45 583.66
2 5031     -662.48 362.97
0 5032     323.3 583.73
0 5033     -110.59 583.04
2 5033     -400.08 355.12
0 5034     -605.48 581.72
0 5035     457.03 581.42
0 5036     -542.99 580.87
0 5037     -475.39 580.84
2 5037     -767.31 363.08
0 5038     -148.47 580.68
2 5038     -435.96 353.43
0 5039     437.74 580.53
2 5039     76.57001 350.1
0 5040     -107.36 579.01
2 5040     -396.89 350.8
0 5041     -107.36 579.01
2 5041     -396.89 350.8
0 5042     597.71 578.47
0 5043     597.71 578.47
0 5044     -222.4 577.07
2 5044     -507.21 350.67
0 5045     -119.67 576.73
0 5046     -521.25 575.22
2 5046     -818.24 358.44
0 5047     -316.49 574.99
0 5048     -316.49 574.99
0 5049     -244.23 574.67
0 5050     370.17 574.4
0 5051     440.53 574.4
0 5052     572.21 573.92
2 5052     318.5601 473.34
0 5053     149.1 572.06
0 5054     294.27 571.99
0 5055     371.37 572
2 5055     24.16998 341.41
0 5056     189.16 570.52
0 5057     -467.69 570.13
2 5057     -759.13 350.38
0 5058     368.53 568.84
0 5059     571.5601 569.09
2 5059     319.24 468.76
0 5060     428.4 568.65
0 5061     544.37 568
2 5061     290.5601 459.01
0 5062     544.37 568
2 5062     290.5601 459.01
0 5063     -359.22 567.61
0 5064     588.74 567.51
2 5064     337.77 472.57
0 5065     -370.33 567.03
2 5065     -656.05 342.94
0 5066     -116.09 566.78
0 5067     -473.79 566.57
0 5068     -473.79 566.57
2 5068     -765.76 346.11
0 5069     -366.79 566.37
2 5069     -652.48 341.8
0 5070     59.85999 566.2
2 5070     -242.1 334.32
0 5071     512.91 566.33
0 5072     -484.77 565.11
0 5073     -379.29 564.18
0 5074     -322.56 563.99
2 5074     -606.63 338.18
0 5075     -322.56 563.99
2 5075     -606.63 338.18
0 5076     617.29 563.73
2 5076     369.05 478.2
0 5077     435.79 563.25
2 5077     78.46997 332.84
0 5078     -472.26 562.8
2 5078     -764.29 341.73
0 5079     465.14 562.9
0 5080     -143.03 562.56
2 5080     -429.84 332.75
0 5081     82.98999 562.46
0 5082     303.45 562.36
2 5082     -31.13 330.75
0 5083     303.45 562.36
2 5083     -31.13 330.75
0 5084     418.78 562.56
0 5085     -498.45 562.19
2 5085     -792.87 342.58
0 5086     566.59 562.02
0 5087     108.65 561.29
0 5088     231.37 561.67
0 5089     -482.01 559.74
0 5090     563.88 559.61
0 5091     563.88 559.61
0 5092     153.48 559.02
0 5093     -414.64 558.28
2 5093     -702.68 333.84
0 5094     -366.22 558.64
0 5095     -366.22 558.64
2 5095     -651.89 333.01
0 5096     -299.41 558.58
0 5097     -218.63 558.57
2 5097     -503.01 329.5
0 5098     321.66 558.71
0 5099     610.74 557.67
2 5099     363.23 471.28
0 5100     -377.67 557.61
2 5100     -663.92 331.41
0 5101     -377.67 557.61
2 5101     -663.92 331.41
0 5102     64.40997 557.36
0 5103     460.5 557.55
0 5104     -309.78 556.75
2 5104     -593.54 329.1
0 5105     155.78 556.37
2 5105     -156.47 323.22
0 5106     -174.4 555.84
2 5106     -459.92 325.15
0 5107     57.34998 556.16
2 5107     -243.41 323.61
0 5108     -500.96 555.17
0 5109     437.33 555.16
0 5110     590.97 555.13
2 5110     343.08 463.5
0 5111     -390.49 554.11
2 5111     -677.05 328.62
0 5112     -303.32 552.35
2 5112     -588.32 323.47
0 5113     351.17 552.43
0 5114     -522.04 551.33
0 5115     -298.54 551.7
2 5115     -582.46 323.99
0 5116     539.6899 550.34
0 5117     -562.82 549.74
0 5118     -305.77 548.25
2 5118     -589.27 319.04
0 5119     -444.06 547.82
0 5120     574.11 547.29
2 5120     327.22 450.5
0 5121     -322.12 547.08
0 5122     -312.93 547.1
0 5123     602.35 547.25
2 5123     357.27 459.89
0 5124     -449.73 546.64
0 5125     -418.51 546.4
2 5125     -705.85 319.09
0 5126     298.8 546.27
2 5126     -32.5 313.13
0 5127     -227.81 545.92
2 5127     -511.46 315.04
0 5128     -227.81 545.92
0 5129     601.5601 544.53
0 5130     402.02 544.05
0 5131     327.91 541.54
0 5132     345.41 541.64
0 5133     -352.53 540.8
0 5134     354.76 540.65
0 5135     -649.8 539.86
0 5136     -619.1 540.11
0 5137     -619.1 540.11
0 5138     -457.03 539.88
0 5139     319.4301 540.04
0 5140     445.77 540.01
0 5141     594.22 539.96
2 5141     350.4399 450.99
0 5142     -413.3 539.71
2 5142     -701.8 311.51
0 5143     -215.83 539.14
2 5143     -499.6 306.69
0 5144     -309.17 537.95
0 5145     252.36 538.24
0 5146     -145.13 536.98
0 5147     617.01 537.04
2 5147     375.25 455.28
0 5148     -325.62 535.18
2 5148     -609.73 304.02
0 5149     27.26001 534.8
2 5149     -269.1 299.85
0 5150     604.12 535.04
2 5150     362.29 449.46
0 5151     -537.11 534.6
0 5152     -383.52 534.75
0 5153     -456.4 534.19
2 5153     -747.58 306.53
0 5154     390.59 533.94
2 5154     45.65002 301.54
0 5155     207.08 533.28
0 5156     644 533.57
0 5157     -308.24 532.5
2 5157     -592.02 300.18
0 5158     -216.31 532.78
0 5159     -610.48 531.78
0 5160     -559.23 531.8
0 5161     -525.62 532.13
0 5162     -123.29 532.05
0 5163     -123.29 532.05
0 5164     392.8199 531.81
0 5165     161.46 530.52
2 5165     -147.86 295.32
0 5166     198.39 530.69
0 5167     -208.61 530.21
0 5168     153.16 529.91
0 5169     -699.06 529.61
0 5170     -10.44 529.44
2 5170     -302.92 293.21
0 5171     394.52 529.55
0 5172     -318.13 528.97
0 5173     -318.13 528.97
0 5174     -223.82 528.89
0 5175     445.85 527.91
0 5176     -331.24 527.72
2 5176     -615.32 295.39
0 5177     -98.21997 526.41
2 5177     -385.07 290.46
0 5178     -98.21997 526.41
2 5178     -385.07 290.46
0 5179     -98.21997 526.41
2 5179     -385.07 290.46
0 5180     -537.69 526.24
0 5181     609.03 526.2
0 5182     622.14 525.02
0 5183     698.1 524.58
0 5184     -439.02 523.83
0 5185     -226.99 523.66
0 5186     91.33002 523.68
0 5187     396.45 522.92
0 5188     -551.53 522.62
0 5189     611.34 522.44
0 5190     -217.38 522.13
2 5190     -500.62 286.7
0 5191     618.76 521.82
2 5191     381.1 442.8
0 5192     698.76 521.42
0 5193     -316.83 521.24
2 5193     -600.37 287.53
0 5194     -316.83 521.24
2 5194     -600.37 287.53
0 5195     29.78003 520.83
2 5195     -265.34 284.05
0 5196     646.13 518.49
2 5196     454.6899 493
0 5197     26.87 517.5
0 5198     -527.08 516.84
2 5198     -826.58 286.4
0 5199     -402.4 515.72
2 5199     -689.87 280.22
0 5200     -309.76 515.7
2 5200     -593.11 280.27
0 5201     15.25 515.57
2 5201     -277.99 278.18
0 5202     10.65997 514.8
0 5203     79.60999 515.24
0 5204     75.73999 514.7
0 5205     72.09003 514.03
2 5205     -225.95 276.86
0 5206     -159.6 513.61
0 5207     -159.6 513.61
0 5208     -554.88 512.85
0 5209     12.91998 512.39
0 5210     78.52002 512.41
2 5210     -220.42 274.93
0 5211     -318.88 511.81
0 5212     72.64001 511.4
2 5212     -225.1 273.9
0 5213     633.05 511.57
2 5213     442.76 482.04
0 5214     -98.03998 511.25
2 5214     -384.08 272.85
0 5215     -334.72 510.65
2 5215     -618.97 274.63
0 5216     52.44 510.3
2 5216     -243.36 272.58
0 5217     75.95001 509.34
2 5217     -222.06 271.54
0 5218     611.65 509.42
0 5219     566.64 506.51
2 5219     329.63 411.78
0 5220     66.37 505.28
2 5220     -231.04 266.69
0 5221     109.9 505.33
0 5222     462 505.61
0 5223     -408.52 504.86
2 5223     -696.3 268.78
0 5224     62.84998 504.24
0 5225     699.61 504.4
2 5225     511.53 497.74
0 5226     -186.01 503.49
0 5227     94.46002 503.38
0 5228     -36.65002 502.94
0 5229     567.76 503.22
2 5229     331.53 408.98
0 5230     28.83002 502.33
0 5231     -688.58 501.81
0 5232     -94.01001 501.57
0 5233     -45.60999 501.31
0 5234     -62.57001 500.34
0 5235     -21.38 500.55
2 5235     -311.29 260.36
0 5236     66.33002 500.26
2 5236     -230.29 260.27
0 5237     645.39 499.82
0 5238     694.91 499.98
2 5238     508.08 491.77
0 5239     511.95 497.9
2 5239     271.72 383.67
0 5240     716.05 497.77
0 5241     -64.21997 497.31
2 5241     -351.69 257.23
0 5242     60.73999 497.21
0 5243     607.5601 496.03
0 5244     607.5601 496.03
0 5245     -690.29 495.38
0 5246     -215.36 495.16
2 5246     -497.56 254.78
0 5247     -333.9 491.81
0 5248     -333.9 491.81
0 5249     -198.05 491.08
0 5250     -198.05 491.08
0 5251     764.34 490.45
2 5251     577.8199 507.49
0 5252     -362.75 489.86
0 5253     -362.75 489.86
0 5254     -108.58 489.57
2 5254     -392.29 248.43
0 5255     -395.96 488.67
0 5256     669.37 488.6
0 5257     665.1801 487.9
0 5258     -551.85 487.55
0 5259     -551.85 487.55
0 5260     -313.07 487.57
0 5261     766.27 487.41
2 5261     580.63 505.17
0 5262     699.6 487.14
2 5262     516 483.23
0 5263     -78.27002 486.03
2 5263     -363.78 243.36
0 5264     -41.53003 485.36
2 5264     -328.84 243.12
0 5265     595.59 485.09
2 5265     363.5699 402.56
0 5266     703.87 484.71
2 5266     520.88 482.63
0 5267     498.4301 483.99
2 5267     259.16 366.11
0 5268     -149.86 483.63
0 5269     337.77 484.19
0 5270     -421.02 482.33
2 5270     -709.84 241.08
0 5271     -421.02 482.33
2 5271     -709.84 241.08
0 5272     -23.31 482.52
0 5273     639.9301 482.73
0 5274     668.55 482.51
2 5274     486.1 468.86
0 5275     668.55 482.51
2 5275     486.1 468.86
0 5276     -64.26001 482.01
2 5276     -349.92 238.75
0 5277     -64.26001 482.01
2 5277     -349.92 238.75
0 5278     691.91 481.86
2 5278     509.67 476.53
0 5279     -104.26 481.55
2 5279     -388.5 238.37
0 5280     -58.17999 481.45
2 5280     -344.56 238.33
0 5281     -58.17999 481.45
2 5281     -344.56 238.33
0 5282     -19.98999 481.71
2 5282     -309.09 239.01
0 5283     -431.58 481
2 5283     -721.5 239.71
0 5284     519.08 480.41
2 5284     283.17 370.58
0 5285     519.08 480.41
0 5286     19.46002 479.25
0 5287     -630.43 479.09
0 5288     -630.43 479.09
0 5289     -91.40997 478.2
0 5290     706.9 477.97
2 5290     525.6 477.91
0 5291     369.4 477.36
2 5291     36.10999 240.56
0 5292     -32.27002 476.9
2 5292     -319.67 233.13
0 5293     -76.71997 476.35
0 5294     -50.17999 476.61
0 5295     692.58 476.63
2 5295     511.9 472.71
0 5296     -525.62 476.09
0 5297     -60.08002 476.09
0 5298     348.04 476
0 5299     800.48 475.96
0 5300     149.58 474.25
2 5300     -152.84 232.2
0 5301     -99.5 473.5
0 5302     330.6 473.61
0 5303     -544.87 470.72
0 5304     -339.32 470.22
0 5305     -76.04999 470.5
2 5305     -360.64 224.77
0 5306     -399.4 469.41
2 5306     -686.52 224.96
0 5307     155.4399 469.55
0 5308     697.77 469.38
0 5309     784.6899 468.82
2 5309     602.1801 494.89
0 5310     -514.71 468.18
0 5311     -34.54999 467.54
0 5312     -34.54999 467.54
0 5313     -319.3 467.04
2 5313     -601.97 221.35
0 5314     345.54 467.11
0 5315     -247.53 466.74
2 5315     -527.77 220.97
0 5316     661.83 464.98
2 5316     483.6899 451.33
0 5317     -415 464.59
2 5317     -704.27 217.77
0 5318     -364.66 463.72
2 5318     -649.43 217.48
0 5319     -364.66 463.72
0 5320     -532.98 463.44
0 5321     324.91 463.37
0 5322     677.11 463.62
0 5323     -150.15 462.49
2 5323     -431.52 215.33
0 5324     690.61 462.69
0 5325     -251.8 461.82
0 5326     553.71 462.07
2 5326     326.53 366.81
0 5327     -426.17 460.63
2 5327     -715.57 214.24
0 5328     -426.17 460.63
2 5328     -715.57 214.24
0 5329     -246.93 460.04
2 5329     -528.02 213.21
0 5330     -264.38 459.54
2 5330     -545.58 212.06
0 5331     689.62 459.79
0 5332     818.95 458.85
2 5332     636.92 497.79
0 5333     204.4 457.55
2 5333     -102.47 214.29
0 5334     344.1899 457.2
0 5335     -424.46 456.34
0 5336     -5.409973 456.06
0 5337     629.52 455.66
2 5337     452.88 431.86
0 5338     827.04 454.92
0 5339     351.45 452.42
0 5340     690.21 452.72
2 5340     515.33 450.56
0 5341     204.23 452.7
0 5342     615.72 451.35
2 5342     439.62 422.89
0 5343     -552.81 449.27
0 5344     -310.71 449.44
2 5344     -593.06 199.86
0 5345     -310.71 449.44
2 5345     -593.06 199.86
0 5346     -273.04 449.54
0 5347     669.1 448.89
2 5347     495.63 439.45
0 5348     -61.28998 448.18
0 5349     642.23 447.93
2 5349     467.65 429.77
0 5350     684.53 447.67
2 5350     511.21 444.07
0 5351     -425.88 447.12
2 5351     -715.32 196.66
0 5352     517.28 446.66
0 5353     645.79 446.72
2 5353     472.38 430.15
0 5354     -422.48 445.51
2 5354     -711.41 195.68
0 5355     535.38 445.34
2 5355     310.62 343.06
0 5356     33.53998 444.01
0 5357     518.01 443.91
2 5357     291.33 335.87
0 5358     -297.11 443.41
0 5359     -253.68 442.81
2 5359     -534.08 191.09
0 5360     -253.68 442.81
2 5360     -534.08 191.09
0 5361     -305.86 441.35
0 5362     208.4 441.65
0 5363     -182.42 440.51
2 5363     -462.08 188.77
0 5364     -52.16998 439.95
2 5364     -325.52 199.23
0 5365     -218.1 438.9
2 5365     -498.03 186.94
0 5366     -307.43 438.01
2 5366     -588.67 185.45
0 5367     247.83 437.97
0 5368     736.24 436.19
2 5368     565.29 452.04
0 5369     736.24 436.19
2 5369     565.29 452.04
0 5370     -526.38 434.94
0 5371     -132.42 435.2
0 5372     -391.48 434.55
0 5373     323.53 434.47
0 5374     -212.04 434.19
2 5374     -491.59 180.7
0 5375     -374.4 433.38
2 5375     -659.53 180.27
0 5376     545.3199 433.31
2 5376     324.41 338.36
0 5377     -137.99 429.83
2 5377     -418.06 176.3
0 5378     544.21 429.32
0 5379     -550.81 429.63
0 5380     521.9 429.57
2 5380     298.74 323.71
0 5381     122.4 427.52
0 5382     605.3101 427.21
0 5383     607.99 427.1
0 5384     -206.41 426.7
0 5385     -351.98 425.78
0 5386     -351.98 425.78
0 5387     -641.41 424.66
0 5388     -196.37 425.14
0 5389     -196.37 425.14
0 5390     29.89001 425.03
2 5390     -256.24 174.15
0 5391     -347.2 423.88
2 5391     -631.22 167.67
0 5392     -230.26 423.16
2 5392     -509.45 167.25
0 5393     -299.39 420.8
0 5394     -299.39 420.8
0 5395     -355.88 420.61
2 5395     -639.82 162.97
0 5396     -355.88 420.61
2 5396     -639.82 162.97
0 5397     -355.88 420.61
0 5398     -236.74 419.93
0 5399     200.9301 420.11
0 5400     484.1 419.29
0 5401     760.1 419.32
2 5401     592.5 445.33
0 5402     -464.95 418.11
0 5403     124.64 417.75
2 5403     -168.67 167.33
0 5404     -406.31 416.52
0 5405     -326.88 414.95
0 5406     738.35 414.84
2 5406     573.1 434.36
0 5407     492.3 414.67
2 5407     268.48 297.23
0 5408     -265.49 413.68
2 5408     -545.42 155.19
0 5409     710.01 413.5
0 5410     710.01 413.5
0 5411     -300.45 413.03
2 5411     -581.33 153.98
0 5412     712.98 412.42
0 5413     712.98 412.42
0 5414     -444.44 411.52
0 5415     -207.13 409.86
0 5416     -305.34 409.55
2 5416     -586.25 149.89
0 5417     -305.34 409.55
2 5417     -586.25 149.89
0 5418     -449.22 408.03
2 5418     -740.81 147.48
0 5419     -313.27 408.24
0 5420     702.58 407.14
0 5421     668 406.06
2 5421     505.47 401.92
0 5422     714.59 405.97
0 5423     542.86 404.88
0 5424     -417.21 404.59
2 5424     -706.46 142.65
0 5425     641.58 404.3
2 5425     478.54 390.44
0 5426     659.9301 404.68
2 5426     497.23 397.77
0 5427     670.37 404.65
2 5427     508.08 401.37
0 5428     -282 402.45
0 5429     -391.88 402.03
2 5429     -678.94 138.95
0 5430     700.12 401.68
2 5430     538.71 409.86
0 5431     -279.34 401.03
0 5432     -301.99 400.41
0 5433     34.02002 399.5
0 5434     530.49 399.47
0 5435     -264.81 398.75
0 5436     -194.78 398.75
2 5436     -472.25 137.85
0 5437     -194.78 398.75
2 5437     -472.25 137.85
0 5438     -604.55 398.12
0 5439     -352.89 397.91
2 5439     -636.44 134.59
0 5440     -357.96 397.44
2 5440     -641.72 133.93
0 5441     -297.54 397.38
2 5441     -578.19 136.53
0 5442     -297.54 397.38
0 5443     -530.21 395.48
0 5444     638.99 394.88
2 5444     477.9301 380.89
0 5445     -332.75 394.45
2 5445     -614.92 130.59
0 5446     -332.75 394.45
2 5446     -614.92 130.59
0 5447     -332.75 394.45
2 5447     -614.92 130.59
0 5448     -286.98 394.17
2 5448     -566.18 132.13
0 5449     -271.84 393.94
0 5450     -260.36 393.89
2 5450     -538.51 131.29
0 5451     625.9301 393.55
2 5451     464.95 374.55
0 5452     -495.68 393.25
0 5453     -470.62 393.18
0 5454     -302.18 392.89
0 5455     -302.18 392.89
0 5456     -432.24 391.45
2 5456     -722.61 125.63
0 5457     -428.79 391.37
2 5457     -718.25 125.35
0 5458     -428.79 391.37
2 5458     -718.25 125.35
0 5459     563.59 391.56
0 5460     -253.87 390.27
2 5460     -532.12 126.47
0 5461     -259.98 390.07
0 5462     23.29999 389.38
0 5463     23.29999 389.38
2 5463     -259.81 130.31
0 5464     717.28 389.38
2 5464     559 404.84
0 5465     -310.87 387.58
2 5465     -591.32 122.21
0 5466     -305.75 386.94
2 5466     -585.68 121.42
0 5467     -132.37 386.74
0 5468     -472.13 386.17
0 5469     -337.28 385.36
0 5470     -337.28 385.36
0 5471     625.38 385.55
2 5471     466.23 367.59
0 5472     -274.19 384.08
0 5473     -516.95 384.22
0 5474     546.54 384.52
2 5474     337.4301 290.95
0 5475     -194.98 384
2 5475     -471.82 119.01
0 5476     -194.98 384
2 5476     -471.82 119.01
0 5477     27.46002 384.15
0 5478     27.46002 384.15
0 5479     -303.88 383.43
2 5479     -584.5 117.11
0 5480     -356.95 382.56
2 5480     -640.05 114.19
0 5481     686.77 380.68
2 5481     531.03 385.98
0 5482     703.04 380.56
2 5482     546.9301 392.22
0 5483     -269.15 380.1
2 5483     -545.38 112.95
0 5484     26.56 379.73
2 5484     -255.83 119.47
0 5485     553.11 379.78
2 5485     345.84 289.06
0 5486     629.25 379.67
2 5486     471.62 363.1
0 5487     713.0601 378.96
2 5487     557.79 394.27
0 5488     558.64 376.26
2 5488     352.79 288.12
0 5489     -477.1 376.04
0 5490     -582.84 374.28
0 5491     -206.81 374.53
0 5492     718.92 373.87
2 5492     564.75 391.75
0 5493     -215.18 373.42
0 5494     696.37 373.46
0 5495     696.37 373.46
2 5495     542.72 383.31
0 5496     -368.71 373.07
2 5496     -652.56 102.8
0 5497     -344.44 373.08
2 5497     -626.75 103.58
0 5498     561.86 371.34
2 5498     357.8199 284.19
0 5499     670.76 369.96
2 5499     518.4301 370.9
0 5500     -198.3 366.22
2 5500     -474.39 96.82001
0 5501     -1.080017 366.06
0 5502     788.5601 365.8
0 5503     -566.3 365.84
0 5504     559.98 365.4
0 5505     678.48 365.08
2 5505     526.5601 369.19
0 5506     610.03 364.52
0 5507     610.03 364.52
2 5507     455.3 341.97
0 5508     687 364.15
2 5508     536 371.1
0 5509     -307.21 362.33
2 5509     -586.46 89.81
0 5510     -393.86 361.48
2 5510     -680.07 87.53003
0 5511     769.45 361.16
0 5512     -413.25 360.43
0 5513     568.37 360.58
0 5514     487.13 359.55
0 5515     688.49 359.07
2 5515     538.3199 367.32
0 5516     -302.07 358.16
0 5517     -289.04 358.17
0 5518     9.429993 357.84
2 5518     -269.91 92.29999
0 5519     -381.28 357.11
2 5519     -666.23 81.28003
0 5520     550.71 356.71
2 5520     349.11 265.56
0 5521     -390.5 356.7
2 5521     -676 81.63
0 5522     -152.16 356.25
0 5523     -378.39 356.15
2 5523     -662.91 80.48999
0 5524     -314.41 355.47
0 5525     -194.33 353.11
2 5525     -469.99 79.79999
0 5526     -194.33 353.11
0 5527     629.64 352.57
2 5527     479.02 338.6
0 5528     632.66 352.76
0 5529     626.64 351.7
2 5529     476.03 336.35
0 5530     626.64 351.7
2 5530     476.03 336.35
0 5531     -321.05 350.46
0 5532     -285.32 350.7
2 5532     -563.43 75.59998
0 5533     -172.01 350.69
2 5533     -446.79 77.78998
0 5534     -115.88 349.64
0 5535     603.97 349.41
2 5535     452.76 325.37
0 5536     -111.91 346.47
2 5536     -386.33 74.28998
0 5537     541.47 345.78
2 5537     341.45 251.1
0 5538     -545.72 345.5
0 5539     670.95 343.83
2 5539     524.26 346.82
0 5540     714.42 343.87
2 5540     568.4399 363.41
0 5541     -547.45 343.58
0 5542     626.73 343.21
2 5542     478.29 328.75
0 5543     626.73 343.21
2 5543     478.29 328.75
0 5544     187.65 342.73
0 5545     -517.34 342.15
0 5546     -146.78 342.11
2 5546     -421.58 67.66998
0 5547     241.84 342.14
0 5548     621.53 339.5
2 5548     474.05 323.32
0 5549     789.02 339.6
2 5549     641.91 387
0 5550     202.52 339.03
0 5551     -167.6 337.96
0 5552     -878.8 337.54
0 5553     607.4301 337.15
0 5554     581.6801 336.42
0 5555     636.33 336.05
0 5556     636.33 336.05
2 5556     490.26 325.88
0 5557     -566.13 335.68
0 5558     443.64 334.81
2 5558     229.85 197.67
0 5559     615.33 334.57
0 5560     714.3199 334.32
0 5561     -163.13 333.84
0 5562     643.63 333.59
0 5563     -476.9 332.59
0 5564     -329.61 332.57
2 5564     -609.01 50.89001
0 5565     637.04 332.69
2 5565     492.3101 323.4
0 5566     712.46 332.56
2 5566     569.48 352.38
0 5567     -382.42 331.54
0 5568     -529.62 329.55
0 5569     -510.77 329.05
0 5570     -400.3 328.97
0 5571     -299.73 328.19
2 5571     -578.1 45.81
0 5572     -299.73 328.19
0 5573     -299.73 328.19
2 5573     -578.1 45.81
0 5574     -382.66 327.67
0 5575     -505.48 326.98
0 5576     -370.51 327.1
0 5577     719.77 326.89
2 5577     578.4399 350.09
0 5578     779.96 326.81
0 5579     -454.85 326.13
0 5580     -457.43 323.94
0 5581     204.27 323.95
0 5582     639.36 323.72
2 5582     497.5 315.34
0 5583     -313.99 323.24
0 5584     624.38 321.9
2 5584     481.66 308.11
0 5585     624.38 321.9
2 5585     481.66 308.11
0 5586     -459.14 321.39
0 5587     497.87 321.22
0 5588     -526.84 320.23
0 5589     -571.16 319.7
0 5590     -523.39 318.7
0 5591     758.98 318.44
0 5592     835.13 318.03
0 5593     -503.14 316.97
0 5594     -455.52 316.9
0 5595     29.85999 317
0 5596     555.33 317.23
2 5596     364.51 229.28
0 5597     619.89 315.32
0 5598     -510.33 313.67
0 5599     -510.33 313.67
0 5600     83.58002 310.89
0 5601     569.15 310.92
2 5601     424.08 274.21
0 5602     -193.76 309.59
2 5602     -466.62 24.60999
0 5603     -354.8 309.01
0 5604     -210.09 306.73
2 5604     -482.62 21.19
0 5605     -210.09 306.73
2 5605     -482.62 21.19
0 5606     348.02 306.66
0 5607     -402.62 306
0 5608     621.8 306.02
0 5609     365.3199 304.68
0 5610     -565.27 303.92
0 5611     466.91 304.25
0 5612     -209.35 303.48
0 5613     599.17 301.4
0 5614     -536.47 299.89
0 5615     -219.54 299.28
0 5616     567.42 299.17
2 5616     425.34 261.88
0 5617     604.66 299.05
2 5617     466.49 278.3
0 5618     604.66 299.05
2 5618     466.49 278.3
0 5619     778.8199 298.66
0 5620     -444.93 297.59
0 5621     589.83 296.36
2 5621     451.21 269.43
0 5622     676.12 296.61
2 5622     542.26 305.55
0 5623     651.75 294.87
2 5623     517.76 293.88
0 5624     -511.38 294.05
0 5625     703.27 291.9
2 5625     571.12 312.08
0 5626     -312.28 291.69
0 5627     -312.28 291.69
2 5627     -552.68 10.70001
0 5628     383.84 291.5
0 5629     -140.9 290.51
0 5630     565.04 290.62
2 5630     424.89 252.38
0 5631     663.39 290.03
2 5631     530.87 294.26
0 5632     663.39 290.03
2 5632     530.87 294.26
