14 22106 67362
2 0     -667.92 123.11
5 12771     145.65 -26.70001
8 12771     -383.06 306.7
11 12771     -94.56 -167.71
12 12771     -633.74 620.23
14 12771     56.54999 -120.26
2 12772     -767.43 402.39
5 12772     -42.71997 -34.19
8 12772     -550.11 299.86
2 12773     -558.33 402.81
11 12773     -91.98999 -169.14
12 12773     -629.97 619.82
2 12774     -131.01 401.9
5 12774     593.39 -11.5
6 12774     -292.52 723.7
8 12774     -28.14001 313.85
9 12774     -268.11 420.31
2 12775     -592.73 400.8
8 12775     -408.1 303.44
12 12775     -669.6 612.59
14 12775     27.20001 -123.84
2 12776     -581.42 400.49
3 12776     -701.44 72.91998
2 12777     -142.4 400.32
3 12777     -278.51 64.58002
5 12777     580.6899 -13.51001
6 12777     -306.4 719.2
8 12777     -38.10999 312.01
9 12777     -277.89 418.43
11 12777     297.37 -148.54
13 12777     327.73 287.35
14 12777     481.35 -99.56
2 12778     -138.94 400.68
5 12778     584.63 -12.90997
6 12778     -302.62 720.44
9 12778     -274.82 419.1
2 12779     57.32001 400.04
3 12779     -91.01001 64.14001
5 12779     819.98 -1.799988
6 12779     -55.10999 764.8
8 12779     128.48 315.9
9 12779     -108.16 423.86
11 12779     513.89 -132.44
13 12779     517.74 305.42
14 12779     712.15 -83.67999
2 12780     -602.24 399.12
12 12780     -680.72 608.97
14 12780     18.32001 -125.68
2 12781     -602.24 399.12
12 12781     -680.72 608.97
14 12781     18.32001 -125.68
2 12782     -537.83 398.9
5 12782     168.1 -29.84003
14 12782     78.42999 -123.09
2 12783     -537.83 398.9
5 12783     168.1 -29.84003
2 12784     -140.23 397.4
5 12784     582.6899 -16.17999
9 12784     -276.16 415.88
2 12785     -532.83 396.5
5 12785     172.79 -31.78998
8 12785     -359.55 301.24
11 12785     -69.73999 -172.29
12 12785     -599.04 616.47
14 12785     83.09003 -125.09
2 12786     -560.82 395.28
3 12786     -681.35 67.62
5 12786     145.81 -33.84003
11 12786     -94.28003 -174.03
12 12786     -631.49 610.6
2 12787     -327.15 395.42
4 12787     85.40002 -350.89
6 12787     -537.56 673.42
8 12787     -191.47 305.61
11 12787     113.85 -164.47
2 12788     -769 395.09
8 12788     -551.35 294.27
11 12788     -261.04 -181.87
2 12789     -251.11 394.79
4 12789     82.34003 -402.8
5 12789     460.41 -23.71997
11 12789     189.4 -159.33
13 12789     231.16 274.54
14 12789     364.37 -111.56
2 12790     60.46997 394.18
9 12790     -105.01 418.77
14 12790     715.95 -88.98999
2 12791     -750.85 393.28
14 12791     -114.47 -136.96
2 12792     -734.68 393.59
5 12792     -14.79999 -39.82001
8 12792     -523.55 293.8
2 12793     -133.36 392.11
5 12793     591.15 -20.32001
6 12793     -294.07 712.49
8 12793     -29.81 306.24
9 12793     -269.83 411.53
11 12793     308.74 -152.76
14 12793     492.03 -104.96
2 12794     -759.92 389.88
11 12794     -254.53 -184.83
2 12795     638.13 388.18
3 12795     483.9399 64.48999
12 12795     663.0601 583.67
2 12796     -335.22 388.06
14 12796     277.16 -123.55
2 12797     42.85999 387.78
11 12797     497.66 -143.99
2 12798     -530.44 387.22
8 12798     -357.16 293.77
12 12798     -595.27 607.22
14 12798     84.5 -132.6
2 12799     -530.44 387.22
14 12799     84.5 -132.6
2 12800     -530.44 387.22
12 12800     -595.27 607.22
2 12801     -650.19 387.2
5 12801     61.15997 -43.57001
12 12801     -734.3 589.11
14 12801     -26.41998 -138.4
2 12802     -791.14 386.1
5 12802     -64.48999 -47.42999
8 12802     -569.09 286.04
11 12802     -277.74 -188.24
14 12802     -149.68 -144.22
2 12803     -791.14 386.1
5 12803     -64.48999 -47.42999
8 12803     -569.09 286.04
11 12803     -277.74 -188.24
14 12803     -149.68 -144.22
2 12804     -523.79 385.89
5 12804     180.82 -40.70001
12 12804     -587.61 606.92
2 12805     -523.79 385.89
3 12805     -645.09 57.29999
5 12805     180.82 -40.70001
14 12805     91.13 -133.68
2 12806     -125.98 386.01
5 12806     598.76 -25.57001
6 12806     -284.72 707.06
8 12806     -23.95001 301.22
2 12807     -112.88 385.55
9 12807     -252 406.37
14 12807     513.98 -110.62
2 12808     -653.23 384.83
5 12808     58.03003 -44.98999
8 12808     -457.45 289.22
11 12808     -171.02 -184.48
12 12808     -737.46 586.74
13 12808     -96.03003 238.26
14 12808     -29.28998 -140.2
2 12809     -653.23 384.83
11 12809     -171.02 -184.48
12 12809     -737.46 586.74
2 12810     -475.39 384.81
3 12810     -597.51 55.44
5 12810     227.79 -40.04999
11 12810     -20.39001 -178.09
14 12810     137.53 -131.94
2 12811     -416.2 382.12
5 12811     287.16 -40.82001
12 12811     -460.75 618.92
2 12812     -416.2 382.12
5 12812     287.16 -40.82001
2 12813     -416.2 382.12
5 12813     287.16 -40.82001
12 12813     -460.75 618.92
2 12814     -564.24 381.62
5 12814     141.07 -45.78003
12 12814     -633.58 596.04
2 12815     -564.24 381.62
12 12815     -633.58 596.04
2 12816     -749.68 379.58
5 12816     -29.40997 -51.85999
8 12816     -535.8 282.9
2 12817     -247.59 378.96
3 12817     -378.33 44.70001
6 12817     -434.62 670.38
13 12817     233.71 262.55
14 12817     367.46 -125.88
2 12818     429.42 378.9
6 12818     346.35 588.94
9 12818     222.64 417.55
2 12819     -760.23 376.8
5 12819     -38.70001 -54.82001
8 12819     -544.53 280.17
11 12819     -255.54 -193.22
2 12820     -570.18 377.15
11 12820     -102.85 -188.28
12 12820     -640.46 590.16
2 12821     -146.35 377.11
9 12821     -280.34 397.82
13 12821     323.86 269.22
2 12822     -772.63 376.45
5 12822     -49.52002 -55.35999
8 12822     -554.35 279.18
14 12822     -134.71 -151.67
2 12823     -403.07 375.98
11 12823     44.65997 -181.07
2 12824     -126.86 375.83
5 12824     596.59 -35.90997
14 12824     497.65 -121.15
2 12825     -126.86 375.83
5 12825     596.59 -35.90997
14 12825     497.65 -121.15
2 12826     -365.01 375.1
3 12826     -490.47 43.02002
5 12826     338.54 -46
6 12826     -579.87 640.25
12 12826     -400.37 618.85
14 12826     245.37 -136.01
2 12827     -116.86 374.05
5 12827     608.36 -37.44
6 12827     -272.33 693.13
2 12828     -116.86 374.05
5 12828     608.36 -37.44
6 12828     -272.33 693.13
9 12828     -254.89 395.94
11 12828     325.33 -167.74
2 12829     -661.12 373.69
8 12829     -463.87 279.9
14 12829     -37.09998 -149.53
2 12830     -661.12 373.69
8 12830     -463.87 279.9
13 12830     -102.25 230.47
14 12830     -37.09998 -149.53
2 12831     -600.75 373.43
5 12831     105.52 -53.92999
12 12831     -675.29 581.8
2 12832     -600.75 373.43
5 12832     105.52 -53.92999
11 12832     -128.73 -191.11
12 12832     -675.29 581.8
14 12832     17.53003 -148.04
2 12833     -383.08 372.27
3 12833     -508.74 40.66998
5 12833     319.9399 -49.27002
8 12833     -235.97 285.09
11 12833     63.09003 -183.71
12 12833     -421.16 612.99
13 12833     118.07 247.35
14 12833     227.4301 -139.31
2 12834     -142.65 371.8
6 12834     -304.17 685.38
9 12834     -276.69 393.53
11 12834     298.6801 -170.53
2 12835     393.0601 371.37
3 12835     247.23 42.91998
6 12835     316.5 617.2
9 12835     189.38 409.34
13 12835     759.4399 179.13
2 12836     634.77 370.41
6 12836     579.3 547.82
7 12836     579.71 522.4
8 12836     585.51 272.27
9 12836     397.5699 415.5
12 12836     658.0699 562.04
2 12837     -251.43 369.49
5 12837     457.88 -47.15997
6 12837     -439.02 658.5
14 12837     362.71 -134.76
2 12838     -251.43 369.49
5 12838     457.88 -47.15997
6 12838     -439.02 658.5
11 12838     189.04 -178.83
2 12839     -574.19 368.89
8 12839     -393.12 278.43
12 12839     -643.73 581.69
2 12840     -758.09 365.9
11 12840     -254.18 -199.87
2 12841     -764.08 364.84
11 12841     -258.86 -200.91
2 12842     79.20001 364.67
13 12842     536.01 277.73
14 12842     735.97 -117.32
2 12843     93.33002 364
14 12843     753.83 -116.63
2 12844     93.33002 364
11 12844     554.55 -159.33
14 12844     753.83 -116.63
2 12845     -209.84 361.81
11 12845     229.91 -182.65
2 12846     -58.37 361.83
3 12846     -198.36 27.84003
4 12846     55.90002 -545.34
9 12846     -203.85 387.65
11 12846     386.97 -172.17
13 12846     405.23 266.25
14 12846     575.83 -127.29
2 12847     597.75 360.75
7 12847     544.29 522.44
8 12847     555.15 265.5
9 12847     366.9399 406.4
10 12847     746.9 611.37
12 12847     616.13 556.1
2 12848     622.25 359.94
8 12848     574.62 264.73
9 12848     387 406.97
10 12848     774.1899 601.97
12 12848     642.99 553.26
2 12849     -632.65 359.69
5 12849     74.39001 -66.41998
13 12849     -81.35999 221.86
14 12849     -12.69 -160.48
2 12850     600.47 357.23
9 12850     368.8 403.67
2 12851     10.45001 356.87
9 12851     -146.2 384.7
13 12851     468.67 266.01
14 12851     653.78 -129.84
2 12852     -467.95 355.07
13 12852     47.70001 229.37
2 12853     72.35999 352.9
6 12853     -34.41998 712.21
8 12853     142 279.45
14 12853     728.66 -127.96
2 12854     -638.41 343.33
11 12854     -159.81 -212.37
2 12855     -259.14 342.89
11 12855     181.19 -199.48
13 12855     222.48 234.32
14 12855     353.65 -159.31
2 12856     -180.48 341.64
5 12856     532.46 -70.42999
9 12856     -307.88 365.35
2 12857     66.08002 340.62
9 12857     -98.75 371.58
11 12857     522.53 -181.49
13 12857     521.39 257.14
14 12857     719.04 -141.67
2 12858     -675.07 339.89
5 12858     34.16998 -83.34998
12 12858     -756.1 536.67
2 12859     -257.95 339.54
6 12859     -443.75 621.53
8 12859     -132.53 261.64
9 12859     -374.09 361.41
12 12859     -270.43 597.12
2 12860     -579.12 336.81
12 12860     -644.2 546.24
2 12861     403.01 335.79
6 12861     326.16 576.99
8 12861     397.13 252.02
9 12861     198.91 379.39
2 12862     -148.8 334.18
14 12862     470.21 -161.68
2 12863     393.36 334.16
6 12863     315.67 576.14
8 12863     389.15 249.74
13 12863     755.37 147.86
2 12864     513.35 333.58
3 12864     367.66 10.28998
6 12864     439.15 525.25
7 12864     463.6899 513.45
8 12864     483.33 244.26
9 12864     295.38 380.51
10 12864     647.87 607.68
12 12864     521.79 533.62
13 12864     839.6801 99.53
2 12865     -586.57 331.59
11 12865     -117.62 -219.47
13 12865     -46.44 205.11
14 12865     28.09003 -182.17
2 12866     -586.57 331.59
11 12866     -117.62 -219.47
13 12866     -46.44 205.11
2 12867     -151.17 331.38
8 12867     -44.87 257.8
9 12867     -282.77 356.9
2 12868     -509.93 330.25
5 12868     189.0601 -89.82001
2 12869     95.16998 329.35
3 12869     -55.10999 -3.969971
6 12869     -6.640015 687.08
8 12869     159.84 260.28
9 12869     -73.90002 363.32
11 12869     556.02 -188.22
13 12869     549.62 250.43
14 12869     754.22 -150.71
2 12870     -44.53003 329.16
4 12870     34.29999 -550.67
5 12870     687.52 -77.71997
6 12870     -180.6 656.35
8 12870     43.79999 257.79
9 12870     -191.81 358.43
11 12870     400.6 -198.53
12 12870     -15.90997 617.33
14 12870     587.4399 -160.26
2 12871     514.99 325.46
8 12871     484.91 237.99
12 12871     523.02 524.4
2 12872     71.91998 324.06
5 12872     829.53 -78.53998
6 12872     -35.53998 675.51
8 12872     141.23 255.54
2 12873     -588.32 323.47
12 12873     -652.92 531.72
2 12874     -389.39 321.74
12 12874     -422.58 559.17
2 12875     -740.96 319.5
14 12875     -113.01 -198.64
2 12876     129.83 319.16
3 12876     -22.64001 -12.96002
6 12876     36.85999 682.6
8 12876     188.59 252.47
9 12876     -44.67999 355.78
2 12877     -10.69 315.9
6 12877     -138.21 647.34
2 12878     482.96 314.44
3 12878     339.26 -8.75
6 12878     404.02 507.86
7 12878     434.34 501.3
8 12878     458.27 229.27
9 12878     270.2 363.6
11 12878     733.3199 -392.98
12 12878     488.21 515.49
13 12878     810.3101 89.47
2 12879     383.98 314.01
3 12879     239.59 -12.38
6 12879     303.96 553.64
7 12879     377.62 547.2
9 12879     183.1 359.82
13 12879     745.08 132.5
2 12880     -408.06 313.63
8 12880     -256.04 238.62
11 12880     38.26001 -227.42
2 12881     -47.48999 313.21
11 12881     397.66 -210.88
12 12881     -18.85999 599.72
14 12881     583.92 -175.51
2 12882     388.28 313.59
3 12882     244.05 -12.28003
6 12882     308.97 552.14
9 12882     186.46 359.37
12 12882     408.89 545.39
13 12882     748.55 131.01
2 12883     304.73 310.97
3 12883     162.55 -17.22998
7 12883     309.04 560.24
8 12883     317.2 233.95
9 12883     115.03 354.46
11 12883     626.0699 -314.61
12 12883     321.36 551.47
13 12883     677.8101 145.65
2 12884     -588.04 310.17
12 12884     -651.9 517.58
2 12885     -727.58 309.61
5 12885     -16.44 -110.12
14 12885     -101.28 -204.88
2 12886     -40.84003 309.42
9 12886     -188.24 341.28
14 12886     591.09 -178.38
2 12887     312.1801 307.95
8 12887     323.35 231.07
13 12887     683.46 140.55
2 12888     -730.8 307.24
8 12888     -519.74 226.24
2 12889     308.63 307.11
3 12889     166.75 -20.94
7 12889     311.3 555.43
8 12889     320.28 230.31
9 12889     118.48 351.38
11 12889     628.24 -319.62
12 12889     324.8199 546.39
13 12889     680.15 141.4
2 12890     -388.48 306.29
12 12890     -420.93 542.48
2 12891     -589.31 302.44
12 12891     -652.99 508.21
2 12892     120.87 302.71
3 12892     -30.81 -29.71002
6 12892     26.10999 661.05
9 12892     -51.16998 341.01
12 12892     185.01 611.4
2 12893     431.12 301.08
6 12893     345.46 499.94
7 12893     387.61 499.16
8 12893     415.98 219.56
9 12893     226.27 350.39
10 12893     555.22 597.74
12 12893     432.4301 506.37
13 12893     763.46 89.01001
2 12894     -118.29 298.74
3 12894     -256.18 -34.91998
5 12894     599.2 -109.66
6 12894     -269.66 604.19
8 12894     -17.03998 232.04
9 12894     -253.38 329.69
12 12894     -102.13 574.71
13 12894     343.5 209.61
14 12894     501.52 -193.43
2 12895     -133.96 295.4
5 12895     582.42 -112.94
6 12895     -287.08 597.43
8 12895     -29.65002 229.48
12 12895     -119.13 569.23
13 12895     328.9399 205.86
2 12896     589.84 295.3
3 12896     442.33 -23.47998
6 12896     523.4399 471.8
7 12896     527.75 459.58
8 12896     546.3 211.15
9 12896     362.3199 350.14
2 12897     342.35 295.26
3 12897     200.1801 -31.06
7 12897     339.79 536.32
9 12897     147.64 342.48
2 12898     463.29 294.97
3 12898     321.3 -28.21002
6 12898     381.3 488.61
7 12898     415.5 485.97
9 12898     253.77 346.55
10 12898     587.12 578.27
13 12898     790.9301 77.04999
2 12899     390.5699 293.44
3 12899     246.24 -31.87
9 12899     189.42 342.75
13 12899     748.23 114.08
2 12900     -470.46 292.31
7 12900     -415.92 577.71
2 12901     280.0601 290.45
3 12901     139.16 -37.53003
13 12901     655.05 133.33
2 12902     310.8199 288.96
3 12902     169.41 -38.08002
6 12902     220.2 535.17
8 12902     321.93 215.73
9 12902     120.91 335.97
12 12902     326.9 526.39
2 12903     310.8199 288.96
6 12903     220.2 535.17
8 12903     321.93 215.73
9 12903     120.91 335.97
12 12903     326.9 526.39
2 12904     -649.33 288.45
5 12904     52.72998 -127.05
12 12904     -719.1 485.83
14 12904     -32.96002 -220.44
2 12905     -649.33 288.45
14 12905     -32.96002 -220.44
2 12906     -182.24 285.96
13 12906     285.88 195.85
2 12907     362.09 285.46
3 12907     219.23 -40.07001
6 12907     278.23 524.3
7 12907     356.25 524.02
8 12907     363.47 212.01
9 12907     164.75 334.93
12 12907     380.54 517.72
13 12907     723.5699 113.25
2 12908     -595.73 284.28
5 12908     102.33 -130.58
2 12909     357.8199 284.19
6 12909     273.06 523.57
7 12909     352.1899 523.73
12 12909     375.6899 516.92
2 12910     532.48 284.24
6 12910     458.05 467.77
7 12910     475.29 461.51
8 12910     498.39 203.92
9 12910     312.5 339.77
12 12910     540.29 476.53
13 12910     850.9 53.88
2 12911     337.3101 283.66
6 12911     249.44 525.54
8 12911     343.25 210.9
9 12911     143.25 332.32
12 12911     354.4 517.95
13 12911     701.62 116.72
2 12912     -121.09 282.2
6 12912     -273.43 583.87
8 12912     -20.03998 218.84
9 12912     -255.05 315.23
12 12912     -105.62 556.45
2 12913     354.99 281.04
3 12913     212.21 -44.78003
8 12913     357.53 208.24
9 12913     158.85 330.6
13 12913     716.67 110.97
2 12914     -640.89 280.64
12 12914     -708.47 479.23
2 12915     -479 280.65
7 12915     -423.2 566.17
2 12916     365.4301 279.14
8 12916     366.2 206.71
9 12916     167.98 329.5
12 12916     383.87 510.41
13 12916     725.54 107.49
2 12917     4.869995 278.35
6 12917     -119 606.17
8 12917     84.38 217.93
9 12917     -148.19 316.26
12 12917     44.34003 569.13
2 12918     -75.09003 277.42
5 12918     643.91 -132.59
6 12918     -217.86 584.42
8 12918     17.96002 215.44
9 12918     -216.17 311.87
12 12918     -52.77002 555.21
2 12919     490.03 277.37
6 12919     411.06 465.51
7 12919     437.85 464.27
9 12919     276.62 332.17
2 12920     639.14 271
8 12920     587.29 189.11
2 12921     -471.46 269.47
7 12921     -414.95 556.6
2 12922     732.02 266.57
3 12922     578 -46.01001
7 12922     654.54 399.15
2 12923     -245.06 264.02
5 12923     454.4399 -145.75
6 12923     -422.76 535.04
7 12923     -178.16 576.5
8 12923     -122.02 202.18
9 12923     -359.8 295.49
12 12923     -250.4 518.6
2 12924     -717.88 261.43
8 12924     -509.1 190.23
12 12924     -793.25 448.09
13 12924     -147.07 149.09
2 12925     -623.88 261.48
5 12925     73.70001 -149.7
7 12925     -568.24 532.99
11 12925     -151.06 -268.73
12 12925     -686.85 461.89
14 12925     -11.58002 -242.5
2 12926     19.13 259.69
8 12926     96.45001 203.73
12 12926     62.42999 552.14
13 12926     469.4301 188.9
2 12927     -489.5 258.46
7 12927     -432.36 544.96
12 12927     -533.02 478.31
2 12928     518.3101 256.67
8 12928     485.83 181.12
2 12929     341.62 255.96
6 12929     254.42 493.57
10 12929     509.42 613.21
2 12930     -49.78998 254.62
5 12930     672.15 -151.52
9 12930     -193.41 293.3
2 12931     -437.87 252
5 12931     252.7 -157.72
7 12931     -379.22 544.83
14 12931     164.55 -246.88
2 12932     381.17 251.52
3 12932     239.2 -73.53998
8 12932     378.99 183.14
9 12932     182.5 305.07
12 12932     399.71 477.65
13 12932     735.75 80.89999
2 12933     -89.77002 250.23
6 12933     -233.69 553.78
12 12933     -66.67999 527.36
14 12933     531.04 -237.22
2 12934     614.08 248.42
3 12934     467.37 -66.25
6 12934     546.9301 415.98
7 12934     543.64 408.34
9 12934     382.3 311.63
2 12935     -580.68 246.85
7 12935     -523.74 524.96
2 12936     -284.88 244.78
4 12936     6.710022 -362.42
9 12936     -393.06 277.29
2 12937     -145.02 243.3
8 12937     -40 187.36
9 12937     -273.94 280.48
2 12938     492.41 241.47
3 12938     351.12 -76.65002
6 12938     411.36 425.84
9 12938     279.46 302.42
12 12938     495.72 433.41
15 12938     804.4399 580.44
2 12939     -309.09 239.01
3 12939     -439.4 -92.70001
7 12939     -243.95 546.95
9 12939     -413.64 271.5
14 12939     294.17 -255.54
2 12940     -361.13 237.04
8 12940     -217.14 179.07
12 12940     -383.54 474.67
2 12941     267.98 235.25
13 12941     639.21 90.73001
2 12942     -104.31 234.01
7 12942     -27.28003 563.9
11 12942     334.23 -276.72
12 12942     -84.25 508.15
2 12943     -663.86 233.14
12 12943     -728.37 427.05
14 12943     -50.59003 -266.71
2 12944     -270.13 231.42
4 12944     -0.2399902 -370.14
5 12944     423.73 -174.77
6 12944     -451.48 493.72
8 12944     -142.63 175.96
12 12944     -278.16 482.81
2 12945     -74.97998 228.02
5 12945     640.54 -178.17
6 12945     -214.56 530.15
7 12945     5.25 560.4
8 12945     18.40002 176.29
12 12945     -48.60999 505.26
14 12945     546.15 -258.11
2 12946     -716.95 227.03
8 12946     -508.1 163.69
2 12947     -370.55 225.63
12 12947     -393.28 461.67
2 12948     489.17 223.83
6 12948     406.51 406.19
8 12948     461.73 155.14
9 12948     277.03 286.63
11 12948     739.73 -482.78
12 12948     491.21 414.47
2 12949     489.17 223.83
6 12949     406.51 406.19
8 12949     461.73 155.14
10 12949     598.23 487.43
2 12950     -74.91998 222.73
3 12950     -215.84 -109.4
5 12950     640.02 -181.31
6 12950     -214.39 525.25
7 12950     5.039978 556.4
8 12950     18.39001 173.06
11 12950     365.36 -284.27
12 12950     -48.47998 500.71
13 12950     378.5 154.02
14 12950     545.65 -262.78
2 12951     -701.13 221.53
5 12951     -1.330017 -183.78
2 12952     -550.63 218.91
12 12952     -599.53 427.39
2 12953     -715.89 218.57
5 12953     -14.69 -185.74
7 12953     -653.88 485.52
8 12953     -507.08 157.36
2 12954     -400.45 218.15
7 12954     -338.46 519.2
2 12955     805.88 217.92
3 12955     649.91 -89.40002
7 12955     715.3199 333.69
9 12955     542.12 291.52
2 12956     542.96 217.1
6 12956     467.05 391.91
7 12956     477.6 394.86
9 12956     323.62 283.03
10 12956     652.53 459.87
2 12957     373.41 216.5
6 12957     288.81 445.01
9 12957     175.8101 276.25
13 12957     725.34 54.64001
2 12958     -178.24 212.68
3 12958     -314.52 -119.57
7 12958     -106.29 536.98
8 12958     -67.04999 162.63
13 12958     284.8101 140.31
14 12958     429.76 -276.11
2 12959     314.98 211.71
8 12959     324.71 153.74
12 12959     330.52 442.1
13 12959     675.63 62.77002
2 12960     -263.27 208.36
6 12960     -440.78 467.42
12 12960     -267.8 458.89
14 12960     339.2 -282.35
2 12961     648.11 205.46
8 12961     593.47 135.89
2 12962     633.21 204.73
6 12962     565.92 364.83
9 12962     399.33 275.51
2 12963     738.5699 203.82
3 12963     588.23 -104.96
7 12963     651.0699 336.48
9 12963     487.4399 277.92
2 12964     -653.21 202.98
13 12964     -100.34 112.61
2 12965     644.67 202.43
6 12965     578.79 360.72
9 12965     408.59 274.01
2 12966     585.86 202.31
6 12966     513.47 368.92
7 12966     513.21 371.07
8 12966     541.66 134.6
9 12966     359.65 271.12
12 12966     594.25 379.13
2 12967     -241.96 201.22
7 12967     -172.93 519.99
2 12968     -87.26001 200.82
3 12968     -227.46 -130.9
5 12968     623.52 -203.23
7 12968     -8.179993 534.98
13 12968     365.87 136.34
14 12968     530.38 -284.11
2 12969     676.47 200.45
9 12969     435.66 273.29
2 12970     461.41 198.86
6 12970     374.95 383.2
2 12971     617.96 197.37
3 12971     473.5699 -115.18
8 12971     568.51 130.18
9 12971     386.78 268.83
10 12971     725.76 408.97
12 12971     628.63 370.27
2 12972     509.08 196.89
6 12972     427.99 374.73
9 12972     294.78 265.27
12 12972     511.9 383.43
13 12972     819.5601 -13.09003
2 12973     -610 195.48
7 12973     -548.16 476.73
2 12974     293.01 192.82
7 12974     290.4 450.1
10 12974     451.13 556.23
12 12974     307.8101 424.63
13 12974     655.66 50.98999
2 12975     647.66 189.92
6 12975     581.2 347.24
10 12975     755.08 389.18
2 12976     -374.22 189.66
5 12976     310.41 -216.19
7 12976     -311.18 494.53
8 12976     -227.68 140.61
14 12976     221.99 -303.38
2 12977     601.78 189.27
10 12977     707.21 406.08
2 12978     -411.27 189.02
12 12978     -437 418.99
2 12979     -411.27 189.02
12 12979     -437 418.99
2 12980     434.59 189.2
3 12980     296.46 -129.22
8 12980     417.55 128.62
9 12980     231.65 256.01
12 12980     433.65 384.4
13 12980     753.92 -2.919983
2 12981     553.47 188.81
7 12981     482.77 367.11
9 12981     332.16 260.16
2 12982     651.6801 188.73
3 12982     505.63 -122.45
7 12982     569.67 342.95
8 12982     596.4399 121.62
10 12982     759.42 385.57
12 12982     664.27 355.99
2 12983     824.23 189.13
7 12983     726.6899 301.89
9 12983     557.9399 267.98
2 12984     -647.61 185.67
5 12984     43.52002 -214.31
7 12984     -583.68 464.5
8 12984     -450.49 133.11
14 12984     -39.47998 -306.62
2 12985     714.63 183.47
3 12985     566.72 -125.01
7 12985     626.0601 323.03
10 12985     825.9399 354.43
12 12985     733.83 342.69
2 12986     -285.46 180.13
5 12986     402.28 -222.83
6 12986     -465.83 431.27
7 12986     -217.98 497.24
8 12986     -154.79 134.99
9 12986     -390.67 220.19
14 12986     313.6801 -307.85
2 12987     714.0699 179.99
3 12987     566.55 -128.54
9 12987     467.58 256.96
10 12987     825.01 351.51
2 12988     -684.16 179.53
14 12988     -73.83002 -312.12
2 12989     -274.02 177.17
5 12989     413.99 -225.35
6 12989     -452.07 431.07
12 12989     -278.77 426.27
2 12990     -168.54 176.63
3 12990     -305.78 -154.84
4 12990     -38.02002 -433.0699
7 12990     -95.48999 505.53
9 12990     -290.97 221.64
11 12990     266.0699 -324.05
12 12990     -156.54 439.81
2 12991     621.16 176.75
6 12991     551.77 337.54
7 12991     541.95 340.19
8 12991     571.15 113.57
9 12991     390.17 252.13
10 12991     723.41 384.45
12 12991     631.41 347.65
2 12992     -645.17 174.22
7 12992     -579.88 455.26
2 12993     628.49 174.04
3 12993     484.65 -136.31
10 12993     730.98 379.37
2 12994     632.78 173.4
3 12994     488.9301 -137.23
10 12994     735.34 376.28
12 12994     643.73 341.49
2 12995     693 171.54
3 12995     544.49 -137.34
7 12995     604.15 317.53
9 12995     449.41 249.43
10 12995     799.34 350.21
12 12995     708.45 332.17
2 12996     -728.75 167.83
5 12996     -31.40997 -228.52
8 12996     -517.01 116.85
12 12996     -792.49 351.73
14 12996     -115.51 -322.3
2 12997     -574.74 168.14
8 12997     -391.66 120.17
2 12998     -574.74 168.14
12 12998     -619.9 374.56
2 12999     738.2 166.13
12 12999     758.0601 319.58
2 13000     -711.37 164.97
5 13000     -16.41998 -231.71
2 13001     821.3101 164.63
3 13001     668.33 -138.89
7 13001     719.8199 279.47
9 13001     555.8199 247.41
2 13002     821.3101 164.63
3 13002     668.33 -138.89
7 13002     719.8199 279.47
9 13002     555.8199 247.41
2 13003     626.91 164.05
7 13003     544.74 326.76
2 13004     275.7 162.79
3 13004     164.82 -154.06
2 13005     669.2 162.3
7 13005     582.61 314.56
9 13005     431.12 240.96
2 13006     816.37 162.36
3 13006     663.35 -140.14
7 13006     715.09 278.66
9 13006     551.74 245.6
2 13007     191.62 161.5
6 13007     39.92999 204.07
8 13007     206.09 87.20001
12 13007     61.87 257.59
14 13007     655.9 -585.34
2 13008     692.01 161.45
3 13008     546.53 -146.43
7 13008     602.5699 308.22
10 13008     795.63 339.43
2 13009     685.5 161.25
3 13009     540.15 -146.87
7 13009     596.87 309.7
9 13009     445.13 240.72
10 13009     788.54 342.04
12 13009     701.5601 321.75
2 13010     -728.43 159.88
7 13010     -659.07 434.35
8 13010     -516.13 111.02
2 13011     201.67 160.25
3 13011     97.52002 -157.42
2 13012     277.83 159.82
3 13012     167.39 -156.69
8 13012     269.68 90.57999
2 13013     360.5601 157.04
6 13013     272.96 380.31
8 13013     360.94 107.76
10 13013     509.61 495.51
12 13013     376.1899 378.87
2 13014     -492.4 156.04
8 13014     -324.46 112.58
11 13014     -43.15997 -343.48
2 13015     670.62 154.35
10 13015     770.25 340.31
2 13016     -489.4 153.89
8 13016     -322.44 110.5
12 13016     -522.41 371.62
2 13017     645.3 152.86
9 13017     410.61 232.65
10 13017     743.66 348.33
2 13018     -509.06 151.2
7 13018     -445.55 448.19
2 13019     -688.52 150.02
5 13019     3.200012 -243.17
7 13019     -619.4 430.55
10 13019     -621.55 594.25
12 13019     -744.81 340.72
2 13020     -314.74 148.92
5 13020     368.3199 -254.62
2 13021     -196.78 148.95
14 13021     405.42 -335.69
2 13022     -587.58 143.15
7 13022     -520.69 435.18
14 13022     12.5 -342.27
2 13023     -289.14 141.75
7 13023     -219.94 464.13
13 13023     185.8101 83.25
14 13023     307.1 -342.44
2 13024     319.76 141.87
3 13024     211.4399 -171.77
2 13025     531.42 141.19
7 13025     458.76 326.83
10 13025     624 379.07
12 13025     532.95 320.65
13 13025     832.33 -64.46997
2 13026     -315.7 138.99
5 13026     366.83 -263.94
2 13027     -582.4 138.71
14 13027     17.10999 -346.47
2 13028     -646.33 138.03
