5 2335 5621
3 494 -39.318542 122.892456
4 494 67.523315 146.319397
0 495 -86.424316 149.132507
1 495 -289.071777 82.306641
2 495 -228.531586 38.817291
0 496 -68.585510 161.852539
1 496 -276.173492 97.636169
0 497 348.571655 166.608276
1 497 60.879456 204.349121
0 498 350.343506 183.822388
1 498 49.345276 220.255981
2 498 16.886963 237.327332
0 499 409.591675 228.626770
1 499 75.950012 278.248108
2 499 21.845337 299.626099
0 500 411.848022 247.602417
1 500 64.012146 294.159363
2 500 0.639221 310.974487
0 501 224.847534 270.882935
1 501 -119.946472 262.378906
2 501 -154.484375 236.445007
3 501 74.445984 249.044617
4 501 224.847534 270.882935
0 502 -68.998047 -288.174896
1 502 -120.760376 -308.441681
2 502 18.969238 -298.488892
3 502 -98.143127 -292.050873
4 502 -68.998047 -288.174896
0 503 -13.993103 -285.417068
1 503 -64.846130 -297.403854
0 504 90.233826 -284.111282
1 504 46.653503 -277.969574
0 505 432.249756 -276.598465
1 505 276.631226 -220.417038
0 506 -1.469910 -267.921402
1 506 -50.947876 -276.957825
2 506 81.964783 -259.143875
3 506 -31.173706 -268.693298
4 506 -1.469910 -267.921402
0 507 107.621765 -266.323090
1 507 65.758850 -258.472672
2 507 195.971375 -223.717590
3 507 80.309021 -261.939972
4 507 107.621765 -266.323090
0 508 46.847778 -257.910187
1 508 -0.529846 -259.823502
0 509 61.017395 -253.208237
1 509 16.968079 -253.079926
2 509 142.582886 -226.059875
0 510 113.878052 -251.123245
1 510 71.082520 -242.115494
2 510 199.214844 -206.786804
3 510 85.679932 -247.538773
0 511 65.297058 -235.126129
1 511 19.242126 -233.103500
0 512 -86.141418 -225.341858
1 512 -138.752075 -251.010132
0 513 112.971802 -218.947113
1 513 69.693787 -209.512466
0 514 -53.043030 -217.237427
1 514 -104.198059 -237.465637
0 515 80.206604 -216.878143
1 515 34.320557 -213.194229
0 516 -70.631165 -215.516998
1 516 -126.371460 -239.529694
0 517 -67.850159 -205.847946
1 517 -123.854980 -229.065460
0 518 -38.388611 -199.670868
1 518 -91.329651 -217.703903
0 519 45.903320 -178.472198
1 519 -4.216003 -182.935669
0 520 -56.768494 -175.281982
1 520 -111.169067 -199.419769
0 521 -33.374207 -175.903320
1 521 -87.214722 -195.381866
2 521 39.095825 -184.799591
3 521 -62.730835 -183.849579
4 521 -33.374207 -175.903320
0 522 527.651245 -111.614716
1 522 334.260315 -28.280579
2 522 359.386353 51.259705
3 522 432.978760 -90.570251
0 523 381.129028 -96.611359
1 523 193.939270 -43.727325
2 523 230.828064 8.680389
3 523 290.804260 -83.998566
0 524 503.277222 -71.565857
1 524 301.075928 7.979584
0 525 486.031982 -66.225128
1 525 282.895142 11.312958
0 526 420.105225 -52.792114
1 526 221.139038 10.272247
0 527 389.625977 -50.392303
1 527 193.398315 4.660828
0 528 449.455200 -44.511414
1 528 247.178101 24.301697
2 528 266.505920 88.443359
3 528 352.477417 -29.279694
4 528 449.455200 -44.511414
0 529 384.565796 -29.358765
1 529 186.039062 24.309021
0 530 466.353271 -24.966003
1 530 257.105103 49.575104
2 530 268.799072 116.498413
3 530 367.058228 -7.901703
0 531 487.222656 -9.917603
1 531 274.101807 69.735168
2 531 279.656494 141.777222
3 531 386.965820 7.958282
4 531 487.222656 -9.917603
0 532 323.744385 21.022980
1 532 125.920654 61.229797
2 532 147.520691 102.249512
0 533 258.905945 78.536499
1 533 37.269653 100.655090
0 534 108.565308 86.925476
1 534 -102.877869 73.431213
2 534 -66.844238 66.286316
3 534 13.180115 72.188660
4 534 108.265503 88.505127
0 535 7.075439 127.359192
1 535 -213.086365 83.095154
0 536 25.494141 -270.240845
1 536 -23.645447 -275.090439
2 536 108.429565 -253.608414
3 536 -3.908264 -270.495438
4 536 25.494141 -270.240845
0 537 -7.232300 -266.444565
1 537 -56.575439 -276.307983
2 537 76.417358 -259.236099
3 537 -36.604126 -267.732697
4 537 -7.232300 -266.444565
0 538 68.361450 -230.661179
1 538 21.440735 -230.012344
2 538 145.259094 -201.305649
3 538 39.517639 -229.987656
4 538 68.361450 -230.661179
0 539 -73.201172 -214.125488
1 539 -129.036743 -238.368439
0 540 448.362793 -54.402740
1 540 248.299805 13.767151
2 540 269.648682 77.037903
0 541 392.225342 -41.291016
1 541 193.732727 13.608765
2 541 218.298401 66.485168
3 541 300.587402 -31.627960
0 542 295.122925 45.094849
1 542 86.816223 79.180298
0 543 -131.878601 167.046448
1 543 -327.842926 88.904785
0 544 192.569580 205.922302
1 544 -109.414917 197.009521
0 545 398.558838 -42.345734
1 545 199.284485 13.838257
2 545 223.130371 68.469177
3 545 307.646057 -32.879761
0 546 -130.387085 166.071228
1 546 -327.842926 88.904785
1 547 -305.468536 -423.145409
2 547 -111.781250 -426.859844
1 548 295.376709 -416.699356
2 548 482.406006 -353.250320
1 549 -193.469727 -385.414932
2 549 -8.233459 -378.958862
1 550 7.193604 -309.850098
2 550 142.895813 -283.419830
1 551 -122.140747 -308.899719
2 551 17.043701 -299.514465
3 551 -99.991455 -293.071884
1 552 -116.462952 -307.888550
2 552 22.615295 -297.936157
3 552 -93.925903 -292.705917
1 553 7.565552 -301.293457
2 553 141.971252 -275.025375
3 553 24.437744 -298.527725
4 553 53.505615 -301.322525
1 554 8.035950 -293.906998
2 554 141.805969 -267.378387
3 554 25.002502 -291.226807
1 555 -156.920044 -293.066284
2 555 -17.196716 -289.127258
1 556 -105.525024 -290.897980
2 556 30.967590 -280.044708
1 557 98.654846 -284.337006
2 557 233.010986 -244.767761
3 557 108.796326 -291.123016
1 558 -136.857605 -283.273376
2 558 0.258484 -276.713409
1 559 -162.706055 -275.249100
2 559 -24.928650 -272.629944
1 560 86.232361 -270.712540
2 560 218.546692 -232.988388
3 560 98.191406 -276.627930
1 561 -27.663086 -257.944901
2 561 102.403564 -236.897263
3 561 -7.914062 -252.507202
1 562 -121.899170 -253.104385
2 562 11.234741 -245.512482
3 562 -97.702271 -237.694839
1 563 218.167542 -248.885727
2 563 295.133850 -197.036316
1 564 260.239441 -247.561340
2 564 333.784180 -189.493713
1 565 -278.894012 -230.444901
2 565 -122.706482 -244.149124
1 566 -273.316925 -228.542023
2 566 -118.048401 -241.508667
1 567 -58.923645 -229.220886
2 567 68.785034 -213.192352
1 568 -19.384338 -228.631683
2 568 107.172119 -206.390350
1 569 198.714783 -229.076080
2 569 272.651672 -179.578827
1 570 -236.228729 -224.835648
2 570 -87.541260 -233.319962
1 571 202.590576 -224.571304
2 571 275.968689 -174.231567
1 572 -226.891602 -222.020889
2 572 -80.012451 -229.351135
1 573 196.648743 -213.737869
2 573 268.204529 -164.201996
1 574 192.056763 -210.685287
2 574 263.592163 -161.655792
3 574 264.576904 -238.645828
1 575 -18.171875 -209.996353
2 575 106.515320 -188.203217
1 576 201.436279 -204.897568
2 576 270.689209 -154.387024
3 576 275.643494 -234.329041
1 577 418.950562 -204.249069
2 577 480.227539 -118.479492
1 578 82.133179 -199.140656
2 578 206.189880 -161.086060
1 579 430.022095 -195.015289
2 579 489.345459 -107.224731
1 580 -158.307617 -193.934326
2 580 -29.624390 -193.548431
1 581 179.730835 -188.078156
2 581 248.490601 -140.239502
1 582 13.508972 -185.788605
2 582 134.706726 -158.929108
1 583 74.279541 -182.526184
2 583 195.938599 -145.748352
1 584 -93.307617 -180.847412
2 584 30.427246 -171.042267
1 585 180.102051 -180.625397
2 585 246.944214 -132.636993
3 585 256.148010 -208.892090
1 586 -155.642029 -175.230286
2 586 -29.192749 -175.316864
1 587 67.709045 -172.656616
2 587 188.229431 -136.930725
1 588 243.722900 -169.812195
2 588 302.020813 -111.843628
1 589 396.341309 -168.535706
2 589 449.993774 -84.512848
1 590 231.550598 -153.165833
2 590 287.263062 -96.512024
1 591 243.962891 -153.212769
2 591 298.738098 -94.529816
1 592 420.080078 -153.165405
2 592 470.272461 -64.280121
3 592 499.906860 -214.261307
1 593 425.915283 -152.628754
2 593 475.993530 -62.790894
3 593 505.602905 -214.543503
1 594 -160.269043 -145.980652
2 594 -36.777893 -147.679474
3 594 -132.901428 -125.814667
1 595 -154.647278 -143.724396
2 595 -31.391235 -144.587372
1 596 -115.267883 -137.854828
2 596 4.729614 -132.761566
3 596 -88.509155 -123.537079
1 597 353.138184 -137.965698
2 597 400.930176 -59.885956
1 598 -150.562622 -136.464325
2 598 -28.683105 -136.894104
3 598 -122.851685 -118.151978
1 599 220.648621 -136.647980
2 599 273.726807 -81.716370
1 600 442.534546 -137.138397
2 600 489.175903 -42.782623
1 601 201.691833 -135.983459
2 601 255.970520 -84.090607
1 602 -125.615479 -134.188568
2 602 -5.516968 -130.245209
1 603 -515.503586 -129.908234
2 603 -379.494232 -190.093628
1 604 -521.803528 -123.525452
2 604 -386.721558 -185.828918
1 605 415.647095 -122.783691
2 605 459.348389 -32.448639
1 606 230.677368 -119.300751
2 606 279.404053 -62.076569
3 606 317.968384 -159.043457
1 607 -494.288376 -116.676727
2 607 -359.561554 -174.898041
1 608 -27.620239 -116.862030
2 608 72.834473 -99.192596
1 609 225.739258 -116.808929
2 609 274.142761 -60.422791
1 610 435.031494 -115.928284
2 610 477.070435 -21.438354
1 611 439.899170 -114.884125
2 611 481.660767 -19.212097
1 612 447.878540 -113.852722
2 612 489.396973 -16.982880
1 613 304.670959 -112.448425
2 613 348.627075 -41.678955
1 614 288.178284 -111.190033
2 614 332.552307 -43.430969
1 615 438.780518 -108.359528
2 615 479.173218 -12.909180
3 615 523.901611 -176.496002
1 616 -487.244125 -106.742523
2 616 -353.947235 -164.669586
1 617 234.850281 -105.681488
2 617 280.443909 -47.116699
3 617 323.747681 -146.798767
4 617 411.791870 -162.687195
1 618 -504.540482 -103.883942
2 618 -372.530792 -165.486084
1 619 435.397949 -101.500214
2 619 474.297607 -6.135193
1 620 -560.867470 -101.092255
2 620 -425.078491 -172.031036
1 621 -5.469299 -99.698639
2 621 83.100159 -79.437561
1 622 -568.994957 -99.234985
2 622 -432.285782 -171.149231
1 623 -493.940109 -98.289154
2 623 -362.282135 -158.334930
1 624 386.317993 -98.483063
2 624 425.026733 -12.094238
3 624 474.342773 -161.077087
1 625 418.390503 -98.005005
2 625 456.633545 -5.667389
1 626 -575.151360 -94.864288
2 626 -438.235062 -168.350098
1 627 -515.750534 -94.307526
2 627 -384.394104 -158.687286
1 628 382.836060 -94.255707
2 628 420.675415 -8.149933
1 629 420.289062 -94.503967
2 629 457.962280 -1.455566
3 629 507.828979 -161.889435
1 630 -498.888428 -92.460327
2 630 -368.440765 -154.233673
1 631 -524.713226 -88.284760
2 631 -393.275238 -154.311615
1 632 383.876709 -88.193817
2 632 420.442139 -1.688080
3 632 473.447876 -151.146484
1 633 402.906738 -86.966156
2 633 438.968628 3.428436
1 634 -533.173691 -82.841583
2 634 -402.156799 -151.541107
1 635 405.391479 -83.001343
2 635 440.478638 8.101318
1 636 409.678345 -82.489349
2 636 444.796631 9.241180
1 637 -518.987595 -77.178070
2 637 -389.732971 -143.993774
1 638 276.234985 -75.168091
2 638 313.311279 -8.137115
1 639 -528.117523 -71.874847
2 639 -398.770264 -140.892548
1 640 -555.302795 -71.418182
2 640 -422.891388 -144.968445
3 640 -468.343155 -4.698975
1 641 -62.166260 -69.943268
2 641 16.838684 -61.238129
1 642 352.664429 -65.558960
2 642 384.940186 16.286224
3 642 445.843140 -126.476105
1 643 394.331909 -65.977539
2 643 425.800415 23.930481
3 643 486.256470 -132.526520
1 644 -178.904602 -55.608612
2 644 -96.602356 -68.362762
3 644 -100.678284 -39.568390
4 644 -35.043701 -21.236023
1 645 334.561096 -55.797333
2 645 365.359619 23.086334
3 645 429.311157 -115.026184
1 646 -270.770172 -54.592896
2 646 -178.222412 -83.174957
1 647 381.079102 -55.035370
2 647 410.624390 32.768097
1 648 -82.866089 -54.118439
2 648 -8.764771 -50.254150
1 649 -74.466858 -50.561432
2 649 -2.272400 -45.554779
1 650 -270.292572 -47.623352
2 650 -181.169434 -77.838806
3 650 -187.955109 -18.900970
1 651 310.669800 -44.623993
2 651 339.891968 30.070557
3 651 407.119507 -101.570709
1 652 360.444824 -38.043884
2 652 386.675293 46.889160
3 652 457.292969 -103.065765
1 653 -84.874573 -30.721069
2 653 -19.532349 -28.377533
1 654 -231.714691 -29.234192
2 654 -152.833252 -53.646790
1 655 166.856384 -29.046539
2 655 202.264526 18.152832
1 656 305.527222 -29.195648
2 656 331.908813 44.979218
3 656 404.243164 -87.044403
1 657 -292.800751 -24.963898
2 657 -207.112671 -59.924713
1 658 324.959167 -18.074524
2 658 347.931885 60.675903
1 659 -211.432953 -17.296631
2 659 -139.445923 -38.952057
3 659 -117.186707 1.135620
1 660 330.839905 -17.298431
2 660 353.705933 62.565491
3 660 431.078491 -79.795776
1 661 -73.310120 -12.877167
2 661 -16.109131 -9.679962
1 662 -60.094604 -10.826660
2 662 -4.622986 -5.440918
1 663 -51.968994 -9.301544
2 663 2.654846 -2.503906
3 663 42.440613 -14.063721
4 663 123.015198 -5.398987
1 664 -11.928772 -7.097961
2 664 38.899414 7.420349
1 665 -220.054962 -2.904510
2 665 -152.132568 -27.479370
1 666 -172.802979 -0.585419
2 666 -111.277283 -16.813751
3 666 -72.448975 11.523499
4 666 9.692383 31.465149
1 667 -260.503632 1.668488
2 667 -188.299103 -29.751740
1 668 -8.502930 6.384552
2 668 36.147888 20.538971
1 669 -275.827240 6.943970
2 669 -204.064545 -28.210480
3 669 -171.152466 33.797211
4 669 -90.018616 64.228882
1 670 5.482910 10.944183
2 670 47.840332 28.353088
1 671 -256.661194 12.662781
2 671 -189.977783 -19.665405
1 672 -196.468628 13.315399
2 672 -137.484070 -8.356842
1 673 -8.514893 14.089233
2 673 32.494385 27.594025
1 674 -130.767273 16.349121
2 674 -80.605408 7.062561
1 675 -28.258972 16.296875
2 675 13.832825 26.075653
1 676 -18.890015 16.743317
2 676 22.305969 28.098969
1 677 -4.110535 17.870087
2 677 35.970398 32.440765
1 678 -81.617615 18.927887
2 678 -36.631897 18.175323
1 679 -76.057312 20.024261
2 679 -36.631897 18.175323
1 680 -16.091675 21.047821
2 680 23.127563 32.898438
1 681 -40.972290 24.631073
2 681 -1.494873 31.464722
1 682 0.416504 25.448334
2 682 36.496887 40.420898
1 683 -22.806702 27.166229
2 683 14.256531 37.844513
1 684 -28.098267 28.910645
2 684 8.893005 38.187805
1 685 -30.632568 30.732513
2 685 4.982056 39.102356
1 686 -35.813599 34.900909
2 686 -0.434021 42.191833
1 687 -11.481445 35.349640
2 687 20.872314 47.681610
1 688 -211.190033 37.247406
2 688 -159.292053 10.517944
1 689 -45.202148 38.900208
2 689 -11.236389 44.330200
1 690 -33.779602 40.043671
2 690 -0.950073 47.513336
1 691 -58.719360 41.038544
2 691 -24.582703 43.483032
1 692 -51.709656 42.796448
2 692 -19.185364 45.988800
1 693 293.445923 57.505371
2 693 301.915283 132.879578
1 694 -175.675873 70.995178
2 694 -131.218445 49.660980
1 695 -134.710022 73.428589
2 695 -95.449768 60.383728
3 695 -16.355469 77.416199
1 696 -171.350708 74.056580
2 696 -127.931580 53.001953
1 697 -115.062256 75.874268
2 697 -79.175476 66.124451
3 697 3.094788 76.377808
1 698 -185.732788 77.886292
2 698 -142.224548 53.923706
1 699 -177.821930 79.857178
2 699 -136.366150 58.206299
1 700 -187.856415 82.450195
2 700 -145.643616 57.766479
1 701 -171.212585 86.158691
2 701 -132.923340 64.176514
3 701 -48.504822 95.148438
1 702 -197.368744 93.957214
2 702 -158.731689 66.362732
1 703 -464.965469 95.367371
2 703 -372.823792 18.790039
1 704 -215.010529 103.774963
2 704 -177.548889 71.856079
1 705 -161.562500 114.630554
2 705 -134.956543 92.286011
1 706 32.818970 121.216614
2 706 39.181030 139.846863
1 707 37.938721 128.134644
2 707 41.593994 147.668701
1 708 212.003052 180.921265
2 708 201.324585 241.223572
3 708 339.018005 121.471558
4 708 444.794922 109.121643
1 709 214.234802 188.467285
2 709 201.600830 250.178406
1 710 251.639954 195.960022
2 710 234.422791 266.693848
1 711 248.286682 201.113159
2 711 230.283569 271.072449
3 711 378.328979 134.125793
4 711 486.672729 118.493530
1 712 267.967407 209.048950
2 712 247.108398 284.108643
1 713 21.129333 213.808594
2 713 -7.574707 224.868652
3 713 188.031921 180.271179
1 714 -214.485535 229.966675
2 714 -224.521149 185.904785
3 714 -31.973816 236.903931
1 715 -204.014191 254.024170
2 715 -224.741760 209.942261
1 716 -10.284607 264.979492
2 716 -56.448547 265.307068
3 716 178.951050 231.942078
1 717 -28.233337 266.797668
2 717 -73.720032 262.732117
1 718 -216.866455 274.441284
2 718 -242.454529 225.152222
1 719 -217.741180 280.379822
2 719 -244.650421 230.211975
1 720 -37.047241 284.078857
2 720 -87.897217 276.573608
1 721 -147.274414 286.386169
2 721 -187.559387 252.170471
1 722 -66.609131 285.683777
2 722 -115.702637 270.895264
1 723 -164.356262 286.570801
2 723 -202.161469 248.135010
1 724 -159.094910 287.951355
2 724 -198.078735 250.739929
1 725 -213.065125 291.419250
2 725 -245.434906 241.415466
1 726 -183.316162 293.419739
2 726 -221.710907 249.932007
1 727 -159.408020 309.612793
2 727 -206.538452 270.189514
1 728 -149.613159 310.436218
2 728 -198.320251 273.270813
1 729 12.499878 312.318604
2 729 -54.005859 315.356995
1 730 -149.519897 315.130066
2 730 -199.830139 277.631226
1 731 -195.884766 337.021790
2 731 -247.799683 286.125916
1 732 152.559265 -403.902168
2 732 355.583618 -355.062111
1 733 -299.568726 -395.282700
2 733 -109.178223 -399.939240
1 734 -238.012665 -391.961563
2 734 -50.793335 -389.950005
1 735 260.430786 -390.834312
2 735 447.798950 -329.897591
1 736 120.570129 -388.060051
2 736 321.013733 -342.734352
1 737 -266.696106 -385.200546
2 737 -79.089050 -386.749771
1 738 -177.885010 -377.227112
2 738 6.489136 -368.884460
1 739 -135.916077 -374.681328
2 739 48.350403 -361.325142
1 740 -70.726868 -375.281204
2 740 114.967651 -353.981155
1 741 266.897888 -370.670891
2 741 450.710815 -307.778641
1 742 -162.677979 -369.723167
2 742 20.848694 -359.979759
1 743 235.328674 -345.870186
2 743 419.449951 -285.503922
1 744 303.724792 -344.596397
2 744 480.081543 -275.852478
1 745 546.167847 -334.554985
2 745 627.697998 -241.774597
3 745 606.715088 -389.438103
1 746 135.322571 -323.095215
2 746 275.874329 -279.414856
1 747 -266.121918 -311.386871
2 747 -87.059082 -317.245956
1 748 -144.972961 -303.901184
2 748 -4.701111 -297.579865
3 748 -121.022766 -285.761444
1 749 -112.291626 -303.243301
2 749 25.900269 -292.932297
3 749 -89.733521 -288.406509
4 749 -60.523865 -284.355164
1 750 -152.441711 -300.088470
2 750 -12.415344 -294.786850
3 750 -128.597839 -281.436600
4 750 -99.843933 -275.184280
1 751 -161.632751 -284.531952
2 751 -22.067505 -280.644318
1 752 -156.672180 -280.946426
2 752 -18.579956 -277.140244
1 753 -170.217529 -277.826981
2 753 -31.824646 -275.750900
1 754 77.858032 -274.685608
2 754 210.186096 -238.544373
1 755 -43.704895 -273.643677
2 755 88.511292 -254.702652
1 756 121.796936 -273.871094
2 756 255.567871 -230.661575
1 757 104.954468 -272.493698
2 757 238.413879 -231.804871
3 757 115.473755 -280.392456
4 757 142.360168 -287.264923
1 758 39.325439 -270.206558
2 758 170.241028 -239.505859
3 758 55.383179 -271.353271
4 758 84.026428 -274.517334
1 759 -7.609985 -267.487961
2 759 123.197632 -243.475952
1 760 4.862183 -267.294662
2 760 135.204895 -241.273712
3 760 23.146790 -264.790375
1 761 -361.605408 -264.099167
2 761 -180.660583 -285.174896
1 762 498.766968 -263.113846
2 762 575.645142 -169.464325
1 763 230.640747 -262.147659
2 763 309.398865 -208.462570
1 764 -3.278870 -260.704422
2 764 125.285217 -235.670197
1 765 243.344910 -257.922897
2 765 319.692322 -202.613464
1 766 -391.596130 -257.251129
2 766 -208.413116 -282.786652
1 767 -37.195251 -257.272949
2 767 92.763550 -237.459045
3 767 -16.545654 -250.539871
4 767 13.011047 -248.863678
1 768 -343.264343 -255.975006
2 768 -164.948059 -275.217438
1 769 -254.775360 -252.323624
2 769 -92.527466 -261.065125
1 770 52.748718 -252.388077
2 770 182.132568 -219.411499
3 770 67.422241 -256.061432
4 770 95.517151 -259.632568
1 771 -289.037476 -248.769119
2 771 -124.630920 -262.118439
1 772 -270.726074 -238.458023
2 772 -111.487915 -250.164444
1 773 260.516418 -236.788376
2 773 331.712341 -178.622406
1 774 82.242920 -234.477661
2 774 210.332458 -196.779480
1 775 -302.629059 -234.335083
2 775 -140.574951 -250.130142
1 776 116.560242 -231.445633
2 776 245.779541 -188.182678
1 777 74.487549 -227.991440
2 777 202.015015 -191.402985
3 777 88.505676 -234.069992
4 777 116.038574 -237.857040
1 778 -294.491272 -224.661621
2 778 -138.280762 -240.806137
3 778 -287.165894 -186.698914
1 779 65.873413 -218.982056
2 779 191.447449 -183.926788
1 780 83.322449 -217.596161
2 780 209.211182 -179.834869
1 781 213.993591 -216.429718
2 781 284.593506 -164.409973
1 782 50.626221 -211.968002
2 782 175.532349 -179.428833
3 782 67.336609 -215.813278
1 783 199.068909 -208.812027
2 783 269.216003 -158.867554
1 784 67.483337 -201.150024
2 784 191.058960 -165.479706
1 785 408.792847 -200.104706
2 785 470.034058 -116.574677
1 786 -20.039185 -196.762238
2 786 103.317688 -175.275909
3 786 1.199219 -193.240601
4 786 30.605103 -190.312286
1 787 357.013794 -192.801727
2 787 416.584351 -117.137878
1 788 61.141602 -191.101440
2 788 183.378235 -156.778320
3 788 78.713501 -196.652588
4 788 106.682129 -198.601440
1 789 -7.873413 -188.555573
2 789 113.955811 -164.992218
3 789 13.013550 -186.313995
4 789 42.347168 -183.983063
1 790 383.348267 -181.967438
2 790 440.668335 -101.310486
1 791 61.895996 -177.947388
2 791 182.987122 -142.830505
3 791 78.524048 -184.325897
4 791 106.035767 -186.031494
1 792 425.685547 -171.058289
2 792 480.036621 -82.201569
1 793 363.981079 -166.019897
2 793 418.099609 -87.734070
1 794 -194.512024 -163.893005
2 794 -68.801575 -170.687836
1 795 390.929077 -154.830292
2 795 442.234863 -71.674896
3 795 471.338867 -212.211349
1 796 273.112366 -149.941284
2 796 325.713806 -86.012482
1 797 -301.929932 -142.121490
2 797 -172.103363 -166.953033
1 798 -278.297882 -141.378815
2 798 -152.022400 -162.794678
1 799 -119.188965 -140.793549
2 799 1.797913 -136.090729
1 800 436.483032 -138.770844
2 800 483.686768 -46.386902
1 801 -164.869263 -138.296844
2 801 -41.945618 -140.424469
1 802 -245.009674 -137.336517
2 802 -125.264343 -154.074219
3 802 -202.873077 -107.479401
1 803 401.585205 -136.274109
2 803 448.794678 -49.734772
1 804 275.761230 -136.223633
2 804 325.546265 -71.508789
1 805 -255.462311 -133.438477
2 805 -135.184448 -151.669739
1 806 -238.181793 -132.664276
2 806 -119.030212 -148.278412
1 807 -231.662231 -129.347137
2 807 -114.788513 -144.898956
3 807 -186.344635 -102.005096
4 807 -146.364746 -80.773254
1 808 258.367798 -128.095184
2 808 307.565735 -66.367889
1 809 232.849243 -126.021423
2 809 283.046692 -68.041504
1 810 368.358032 -125.673279
2 810 413.623291 -44.319153
1 811 -214.181549 -124.042297
2 811 -100.433411 -136.211395
1 812 245.806824 -121.780914
2 812 294.329407 -62.119843
1 813 34.536804 -120.369171
2 813 136.246887 -92.001984
1 814 185.483887 -119.797455
2 814 238.523682 -70.435822
1 815 201.452576 -120.031525
2 815 252.599365 -67.764832
1 816 452.526123 -116.998535
2 816 494.246582 -19.557373
1 817 -117.719849 -112.113159
2 817 -14.632629 -109.784698
1 818 202.072266 -110.600281
2 818 250.814087 -58.627899
1 819 -619.702576 -108.892151
2 819 -472.611206 -187.141174
3 819 -530.326447 -36.281311
1 820 -493.196793 -109.072784
2 820 -360.178650 -167.109741
1 821 272.343140 -106.721069
2 821 315.922119 -40.364624
1 822 -626.937149 -104.309296
2 822 -479.610168 -184.745850
3 822 -537.048264 -30.738129
1 823 412.779907 -101.646240
2 823 452.668213 -11.208313
1 824 436.097534 -96.721069
2 824 474.423828 -1.076996
1 825 412.460327 -94.728149
2 825 450.079346 -2.418060
1 826 390.422607 -93.957642
2 826 427.905273 -6.651398
1 827 6.637146 -92.987366
2 827 91.924744 -70.902069
1 828 323.093750 -92.858521
2 828 362.108765 -17.806396
1 829 238.529480 -91.124817
2 829 281.018860 -31.502869
1 830 -106.625427 -89.583710
2 830 -17.329773 -86.707611
1 831 -552.392181 -86.954376
2 831 -418.825775 -157.938141
1 832 2.364014 -85.363068
2 832 84.931335 -64.895264
1 833 376.372314 -84.799866
2 833 412.664673 0.346039
1 834 417.765869 -85.231354
2 834 453.182739 8.095856
1 835 -510.026016 -83.720551
2 835 -380.479095 -148.348114
1 836 236.042053 -83.352234
2 836 276.952271 -24.279114
1 837 -613.350906 -81.609100
2 837 -470.973557 -162.589111
1 838 -119.340210 -80.584778
2 838 -32.899109 -82.066254
1 839 288.089294 -80.371155
2 839 325.888428 -11.491364
1 840 -604.368675 -79.276276
2 840 -462.469788 -158.934357
1 841 -560.470009 -77.020874
2 841 -426.401123 -151.235474
1 842 281.594788 -77.688812
2 842 318.940002 -10.233368
1 843 -547.992172 -75.785767
2 843 -415.503784 -147.957458
3 843 -461.117874 -9.822937
1 844 403.271851 -73.803864
2 844 436.886353 17.098114
3 844 493.982544 -141.160339
1 845 -562.341904 -68.279053
2 845 -429.175568 -143.053680
1 846 345.460205 -66.621979
2 846 378.000610 13.887878
3 846 438.587402 -126.670319
1 847 -540.690094 -65.576782
2 847 -410.745361 -137.203491
3 847 -455.691849 -0.615906
1 848 400.834839 -65.593262
2 848 432.439453 25.278015
3 848 492.703125 -133.180878
1 849 -226.468292 -62.671692
2 849 -136.208618 -83.077850
1 850 -48.270447 -63.065216
2 850 26.909973 -52.588776
1 851 329.121765 -61.850311
2 851 361.637695 15.463745
1 852 -60.700500 -58.076752
2 852 13.013306 -50.236206
1 853 -212.344910 -56.514099
2 853 -125.002563 -75.089172
1 854 -203.505951 -55.442810
2 854 -118.804749 -72.475464
1 855 -158.347412 -54.761230
2 855 -78.487610 -64.085754
1 856 -335.463867 -51.137848
2 856 -235.341400 -91.230408
1 857 -67.054810 -49.572937
2 857 5.033630 -43.002319
1 858 244.815918 -48.705750
2 858 278.250793 13.084045
1 859 372.315674 -49.139679
2 859 400.812866 37.231750
1 860 -263.145233 -47.981720
2 860 -173.563263 -75.797424
1 861 -90.868652 -43.205048
2 861 -20.757690 -41.048584
1 862 367.960327 -38.770050
2 862 394.218140 47.295197
1 863 173.928101 -38.416687
2 863 210.664856 10.648102
1 864 -329.928833 -35.280823
2 864 -236.785187 -76.457642
1 865 -92.744263 -35.412140
2 865 -24.844971 -34.072968
3 865 -8.523682 -32.849915
4 865 63.303162 -21.388489
1 866 -340.866455 -32.609344
2 866 -246.542725 -75.225159
3 866 -253.364075 5.607117
1 867 203.829590 -32.101929
2 867 237.451782 22.700989
1 868 -585.355843 -26.632538
2 868 -452.340973 -109.715668
1 869 325.885193 -26.134430
2 869 350.881836 52.512878
3 869 425.055054 -87.312744
1 870 -267.623444 -23.473663
2 870 -186.133179 -54.142639
1 871 338.245178 -24.006104
2 871 362.393066 56.901001
3 871 437.338257 -87.244934
1 872 -220.025848 -18.101868
2 872 -147.157532 -41.238708
3 872 -126.097412 1.974854
4 872 -49.589722 26.739380
1 873 -294.719971 -13.499207
2 873 -214.040985 -50.434174
3 873 -199.325195 16.966217
1 874 -248.727295 -14.322418
2 874 -173.546051 -43.327789
1 875 -6.190552 -13.180420
2 875 46.531250 3.320129
1 876 -45.555237 -11.251404
2 876 9.564514 -2.966644
1 877 182.205261 -8.815002
2 877 211.903198 42.053833
1 878 191.380920 -7.255249
2 878 220.444824 45.363251
